CustomerID,Gender,SeniorCitizen,Partner,Dependents,Age,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,NumServices,MonthlyCharges,TotalCharges,Churn
CUST-00582,Male,0,Yes,Yes,34,49,Yes,No phone service,DSL,No internet service,No,No internet service,Two year,No,Credit card,1,69.4,3432.17,0
CUST-00583,Female,0,No,Yes,55,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,1,31.85,1091.0,0
CUST-00584,Male,0,No,Yes,31,1,Yes,Yes,DSL,No,Yes,No internet service,One year,No,Electronic check,1,21.36,21.67,0
CUST-00585,Female,0,Yes,No,40,21,Yes,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,3,50.32,1028.81,0
CUST-00586,Female,0,No,Yes,42,55,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,1,89.8,4988.72,0
CUST-00587,Male,0,Yes,Yes,32,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,2,99.03,620.58,0
CUST-00588,Male,0,No,No,63,69,No,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,2,49.58,3382.6,0
CUST-00589,Female,0,Yes,Yes,73,5,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Credit card,6,69.57,350.3,1
CUST-00590,Male,0,No,No,39,3,Yes,No,DSL,No internet service,Yes,No,Month-to-month,No,Credit card,1,62.11,118.74,0
CUST-00591,Female,0,Yes,Yes,20,53,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,6,61.05,3269.94,0
CUST-00592,Male,0,Yes,Yes,73,23,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Credit card,1,43.13,978.88,0
CUST-00593,Female,1,No,Yes,72,53,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card,4,33.64,1761.13,0
CUST-00594,Female,1,No,Yes,36,37,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,5,39.67,1466.15,0
CUST-00595,Male,0,No,Yes,74,17,Yes,No phone service,Fiber optic,No,Yes,No,One year,Yes,Electronic check,1,25.53,436.03,0
CUST-00596,Female,0,No,Yes,61,1,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,4,39.81,84.56,0
CUST-00597,Female,0,No,Yes,51,51,Yes,No,Fiber optic,No,No internet service,Yes,Two year,No,Credit card,2,20.92,1096.47,0
CUST-00598,Female,0,Yes,No,52,45,Yes,Yes,DSL,Yes,Yes,Yes,One year,No,Bank transfer,1,82.73,3715.03,0
CUST-00599,Female,0,Yes,No,67,4,Yes,No phone service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,4,51.64,244.74,1
CUST-00600,Male,0,No,Yes,18,62,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,4,117.31,7293.26,0
CUST-00601,Female,0,Yes,No,69,65,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,5,39.37,2537.72,0
CUST-00602,Female,0,Yes,No,38,32,Yes,No phone service,Fiber optic,Yes,No,No,One year,No,Mailed check,2,54.58,1740.32,0
CUST-00603,Male,0,No,Yes,46,34,Yes,No phone service,Fiber optic,No,No internet service,No,One year,No,Electronic check,5,55.78,1889.11,0
CUST-00604,Male,0,Yes,No,23,39,Yes,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer,5,20.85,838.41,0
CUST-00605,Female,0,No,Yes,54,26,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,6,103.92,2683.57,1
CUST-00606,Female,0,Yes,Yes,18,34,Yes,No phone service,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Electronic check,6,23.2,769.28,0
CUST-00607,Female,0,Yes,No,68,54,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,5,114.02,6255.52,0
CUST-00608,Male,0,No,Yes,18,3,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,2,109.21,374.62,1
CUST-00609,Female,0,Yes,No,44,50,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card,1,73.55,3639.47,0
CUST-00610,Female,0,No,No,38,12,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,5,74.36,920.87,0
CUST-00611,Male,0,Yes,No,70,65,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,3,85.38,5555.62,0
CUST-00612,Female,0,Yes,No,33,54,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Credit card,2,58.71,3189.92,1
CUST-00613,Male,0,Yes,No,61,5,Yes,No,Fiber optic,No,Yes,No,Two year,No,Mailed check,4,84.72,430.47,0
CUST-00614,Female,0,No,No,71,57,Yes,No phone service,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,4,24.48,1454.84,0
CUST-00615,Male,0,No,No,57,17,Yes,No phone service,Fiber optic,No internet service,No,No,Two year,No,Bank transfer,2,25.4,449.08,0
CUST-00616,Female,0,Yes,No,43,47,Yes,No phone service,DSL,No internet service,No internet service,Yes,Two year,No,Credit card,4,65.72,3085.74,0
CUST-00617,Female,0,No,Yes,33,23,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Two year,Yes,Bank transfer,2,74.96,1776.19,0
CUST-00618,Male,1,No,Yes,45,14,Yes,Yes,No,No internet service,No,No,One year,No,Mailed check,1,108.78,1534.58,0
CUST-00619,Male,0,No,No,18,66,Yes,Yes,DSL,No internet service,No internet service,Yes,Two year,No,Bank transfer,6,30.47,2017.09,0
CUST-00620,Female,1,Yes,No,53,51,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Credit card,6,102.26,5230.96,0
CUST-00621,Male,0,No,No,27,38,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,2,41.0,1553.32,0
CUST-00622,Male,0,No,Yes,60,64,Yes,No,Fiber optic,No,No,No,One year,Yes,Credit card,1,59.41,3802.7,0
CUST-00623,Male,0,No,No,34,38,Yes,Yes,Fiber optic,No,No,No internet service,One year,No,Mailed check,2,51.66,1933.75,0
CUST-00624,Female,1,No,No,74,50,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,No,Electronic check,5,60.02,2963.44,0
CUST-00625,Female,0,No,No,40,30,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,3,35.05,1001.57,1
CUST-00626,Male,0,No,No,24,51,No,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,70.36,3518.76,0
CUST-00627,Male,0,No,No,61,63,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,3,100.16,6266.09,0
CUST-00628,Male,1,No,No,70,52,Yes,No,Fiber optic,No internet service,No,No,Two year,No,Credit card,4,64.15,3327.09,0
CUST-00629,Female,0,No,No,24,38,Yes,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,1,69.06,2629.44,1
CUST-00630,Male,1,No,Yes,61,30,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4,104.88,3132.84,1
CUST-00631,Male,0,Yes,No,32,51,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5,90.61,4503.32,0
CUST-00632,Female,0,Yes,Yes,51,5,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,6,69.05,423.98,1
CUST-00633,Male,0,Yes,No,63,29,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,5,45.77,1381.65,0
CUST-00634,Female,0,Yes,Yes,62,4,Yes,No phone service,DSL,Yes,No,No internet service,Month-to-month,Yes,Electronic check,1,108.49,456.25,1
CUST-00635,Female,1,Yes,No,21,10,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,1,77.7,872.37,0
CUST-00636,Male,0,No,Yes,31,56,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card,3,42.11,2309.29,0
CUST-00637,Female,1,No,Yes,31,17,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer,4,46.91,891.85,0
CUST-00638,Female,0,No,No,33,17,Yes,Yes,Fiber optic,No,Yes,No internet service,One year,No,Bank transfer,3,100.31,1657.01,0
CUST-00639,Female,0,No,Yes,24,69,Yes,No phone service,DSL,No internet service,No,No internet service,Two year,No,Credit card,1,24.41,1696.23,0
CUST-00640,Female,0,Yes,No,49,34,Yes,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,6,119.21,3989.45,0
CUST-00641,Male,0,Yes,No,36,6,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,3,33.04,198.97,0
CUST-00642,Female,0,No,No,19,53,No,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card,1,99.61,5298.64,0
CUST-00643,Male,0,No,Yes,27,66,No,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,2,59.48,3917.95,0
CUST-00644,Female,0,Yes,Yes,67,43,Yes,No phone service,No,No,Yes,Yes,One year,Yes,Mailed check,4,69.22,3012.15,0
CUST-00645,Female,1,No,Yes,34,23,Yes,No,Fiber optic,No internet service,Yes,Yes,One year,No,Bank transfer,5,108.07,2490.56,0
CUST-00646,Male,1,No,No,54,55,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,5,61.29,3344.83,0
CUST-00647,Female,0,Yes,No,29,16,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,3,73.75,1151.66,0
CUST-00648,Male,0,No,Yes,23,8,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer,6,24.93,239.99,1
CUST-00649,Female,0,No,No,39,4,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Two year,Yes,Bank transfer,5,20.23,48.23,0
CUST-00650,Female,0,No,No,49,4,Yes,No,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,2,44.48,223.69,0
CUST-00651,Male,0,Yes,Yes,58,56,Yes,Yes,No,No internet service,No,No,One year,Yes,Electronic check,2,88.06,4992.5,0
CUST-00652,Female,0,Yes,No,37,25,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,3,32.13,719.81,0
CUST-00653,Female,0,Yes,No,18,67,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,5,31.38,2159.11,0
CUST-00654,Male,0,Yes,Yes,71,67,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,5,61.1,4196.72,0
CUST-00655,Female,0,Yes,Yes,64,27,Yes,No phone service,DSL,No internet service,No,Yes,One year,Yes,Mailed check,1,84.78,2301.66,0
CUST-00656,Female,0,Yes,Yes,70,32,Yes,No phone service,No,No,No internet service,No internet service,Two year,Yes,Mailed check,3,91.21,2948.67,0
CUST-00657,Female,0,Yes,No,23,50,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Bank transfer,1,37.85,1944.35,1
CUST-00658,Female,0,No,No,36,61,No,No phone service,DSL,No,No internet service,Yes,Month-to-month,Yes,Credit card,2,27.96,1691.79,0
CUST-00659,Female,0,Yes,No,35,51,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Credit card,6,114.04,5825.15,1
CUST-00660,Male,0,No,Yes,23,19,No,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer,3,46.07,809.62,0
CUST-00661,Male,0,Yes,No,62,21,Yes,No,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,6,105.33,2218.86,0
CUST-00662,Female,0,No,Yes,50,5,No,No phone service,DSL,Yes,No internet service,No internet service,One year,No,Electronic check,1,106.35,556.66,1
CUST-00663,Female,0,No,No,40,42,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,6,97.25,4110.31,0
CUST-00664,Female,0,Yes,No,40,61,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,2,36.88,2302.95,0
CUST-00665,Male,0,No,No,43,22,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,6,102.18,2209.22,0
CUST-00666,Female,0,Yes,No,30,21,Yes,No,DSL,Yes,No internet service,No internet service,One year,No,Mailed check,5,96.93,2008.9,0
CUST-00667,Female,0,No,No,24,70,Yes,No phone service,Fiber optic,No,No internet service,No,One year,No,Credit card,3,79.67,5671.68,0
CUST-00668,Female,0,No,No,32,1,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer,1,53.72,46.2,1
CUST-00669,Female,0,No,No,61,5,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,6,46.25,241.25,1
CUST-00670,Male,0,Yes,Yes,44,12,Yes,No,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,6,32.19,382.93,0
CUST-00671,Female,0,No,No,43,46,Yes,No phone service,No,No internet service,No,No,Two year,No,Electronic check,4,70.98,3224.0,0
CUST-00672,Female,0,No,Yes,50,34,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,6,78.53,2751.2,0
CUST-00673,Female,0,Yes,No,32,49,Yes,No phone service,Fiber optic,Yes,No,No,One year,Yes,Electronic check,5,55.93,2714.18,0
CUST-00674,Female,0,Yes,Yes,53,45,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,6,67.54,2982.94,0
CUST-00675,Female,0,No,Yes,62,27,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,1,56.35,1498.91,0
CUST-00676,Female,0,Yes,Yes,72,26,Yes,No,DSL,No internet service,Yes,No internet service,One year,No,Electronic check,1,84.1,2086.51,0
CUST-00677,Female,1,Yes,No,44,47,No,Yes,Fiber optic,No internet service,No,No,Two year,No,Bank transfer,3,110.13,5143.55,0
CUST-00678,Male,0,Yes,Yes,74,56,Yes,No phone service,Fiber optic,No,No internet service,Yes,Two year,No,Mailed check,4,36.39,1989.43,0
CUST-00679,Female,0,Yes,Yes,22,63,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Two year,No,Credit card,5,58.14,3693.69,0
CUST-00680,Male,0,No,Yes,19,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,5,34.09,1602.65,0
CUST-00681,Male,0,Yes,No,72,61,Yes,No phone service,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer,3,82.49,5076.28,1
CUST-00682,Female,1,No,Yes,50,26,Yes,No phone service,Fiber optic,No,No,No,One year,Yes,Electronic check,3,92.89,2485.06,1
CUST-00683,Female,0,Yes,Yes,33,36,Yes,No,Fiber optic,No,Yes,No internet service,Two year,Yes,Bank transfer,3,113.19,4113.9,0
CUST-00684,Female,0,Yes,Yes,40,1,Yes,No phone service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,4,47.89,37.12,0
CUST-00685,Male,0,Yes,Yes,55,8,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,3,115.02,927.22,0
CUST-00686,Male,0,No,No,72,52,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,4,26.33,1292.91,0
CUST-00687,Male,0,No,Yes,33,47,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,4,80.3,3767.41,0
CUST-00688,Female,0,No,Yes,31,56,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Credit card,2,25.71,1396.74,0
CUST-00689,Female,0,No,Yes,46,14,Yes,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Bank transfer,3,109.38,1566.04,0
CUST-00690,Male,0,Yes,Yes,43,28,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,No,Electronic check,3,72.98,2172.08,0
CUST-00691,Male,0,No,Yes,52,2,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,5,86.93,198.85,0
CUST-00692,Female,0,Yes,No,32,26,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,3,103.16,2582.6,1
CUST-00693,Male,0,No,Yes,20,14,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,4,35.03,472.36,1
CUST-00694,Male,0,Yes,No,40,59,Yes,Yes,DSL,Yes,No internet service,No internet service,Two year,No,Credit card,3,23.86,1413.86,0
CUST-00695,Male,0,No,Yes,46,56,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1,107.89,6046.21,0
CUST-00696,Male,0,Yes,Yes,51,7,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Credit card,5,51.49,323.89,0
CUST-00697,Male,0,Yes,No,50,3,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,6,32.9,110.96,0
CUST-00698,Male,0,No,No,58,23,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Mailed check,1,66.85,1475.42,0
CUST-00699,Male,0,No,No,58,18,Yes,No phone service,No,Yes,No,Yes,Month-to-month,Yes,Credit card,4,79.83,1389.69,0
CUST-00700,Female,0,Yes,Yes,40,38,Yes,No,Fiber optic,Yes,No internet service,Yes,One year,Yes,Bank transfer,1,23.1,910.09,0
CUST-00701,Male,1,Yes,No,24,15,Yes,No phone service,DSL,No internet service,No internet service,No,One year,Yes,Credit card,6,47.49,661.57,0
CUST-00702,Female,0,No,No,20,64,Yes,Yes,DSL,No internet service,No internet service,No,One year,No,Mailed check,4,23.28,1516.83,0
CUST-00703,Female,0,Yes,Yes,49,28,Yes,No,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,5,62.03,1668.37,1
CUST-00704,Male,0,No,Yes,48,39,No,No phone service,DSL,No internet service,No,No,Two year,Yes,Mailed check,6,109.51,4359.13,0
CUST-00705,Female,1,Yes,Yes,35,57,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,2,118.27,6702.68,1
CUST-00706,Male,0,No,Yes,60,17,Yes,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,1,83.7,1411.72,0
CUST-00707,Female,0,No,No,24,44,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,5,36.16,1607.57,0
CUST-00708,Female,0,No,No,58,25,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Bank transfer,2,110.58,2736.23,0
CUST-00709,Male,0,Yes,No,18,17,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Two year,No,Credit card,4,71.62,1224.71,0
CUST-00710,Female,0,No,Yes,31,13,Yes,Yes,DSL,Yes,No internet service,Yes,One year,Yes,Mailed check,4,35.37,488.58,0
CUST-00711,Male,0,No,Yes,69,25,Yes,No,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card,2,112.17,2852.28,1
CUST-00712,Female,0,No,Yes,49,68,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card,6,95.75,6550.57,0
CUST-00713,Male,0,No,Yes,23,10,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,6,93.17,923.11,0
CUST-00714,Male,0,No,No,56,67,Yes,No,Fiber optic,No,No,No internet service,Two year,Yes,Mailed check,5,90.92,6084.31,0
CUST-00715,Female,0,Yes,No,27,18,Yes,No,Fiber optic,No,Yes,No internet service,One year,Yes,Electronic check,2,40.03,838.0,0
CUST-00716,Male,0,Yes,Yes,24,34,Yes,Yes,DSL,No internet service,Yes,Yes,One year,Yes,Electronic check,1,41.1,1444.89,0
CUST-00717,Male,1,Yes,Yes,43,8,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Credit card,2,88.83,664.55,1
CUST-00718,Female,0,No,Yes,51,40,Yes,No phone service,Fiber optic,No,Yes,No internet service,One year,Yes,Bank transfer,3,41.97,1683.8,0
CUST-00719,Male,0,Yes,Yes,47,42,Yes,No phone service,DSL,No,No internet service,Yes,One year,Yes,Credit card,1,63.87,2665.78,0
CUST-00720,Female,0,No,No,53,41,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Electronic check,5,98.2,4019.43,0
CUST-00721,Female,0,Yes,Yes,38,6,Yes,No,Fiber optic,Yes,No internet service,Yes,Two year,No,Mailed check,1,98.4,528.93,0
CUST-00722,Female,0,Yes,No,34,52,Yes,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,Bank transfer,4,65.33,3376.56,0
CUST-00723,Male,0,Yes,Yes,50,26,Yes,No phone service,No,Yes,No,No internet service,One year,No,Bank transfer,4,99.22,2670.3,0
CUST-00724,Female,0,Yes,Yes,27,64,Yes,No phone service,DSL,Yes,No internet service,No internet service,Two year,Yes,Mailed check,4,103.86,6675.99,0
CUST-00725,Male,0,No,Yes,68,59,No,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Mailed check,1,85.48,4918.76,0
CUST-00726,Female,0,Yes,Yes,64,56,Yes,No phone service,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer,4,42.84,2459.88,0
CUST-00727,Female,0,Yes,Yes,59,59,Yes,No,DSL,No internet service,No,Yes,Two year,Yes,Electronic check,6,47.4,2851.08,0
CUST-00728,Female,1,No,Yes,68,70,Yes,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,6,51.48,3585.64,0
CUST-00729,Male,0,Yes,Yes,29,33,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,5,31.68,1081.3,0
CUST-00730,Female,0,Yes,Yes,73,53,Yes,No phone service,Fiber optic,No internet service,No internet service,No,One year,No,Bank transfer,5,47.32,2464.99,0
CUST-00731,Male,0,No,No,33,22,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Electronic check,1,40.95,877.39,1
CUST-00732,Male,0,Yes,Yes,58,21,Yes,Yes,No,No,No,No,Two year,No,Mailed check,2,65.53,1451.06,0
CUST-00733,Male,1,Yes,Yes,49,70,Yes,No,No,No,No internet service,No internet service,One year,No,Mailed check,2,110.84,7745.21,0
CUST-00734,Male,0,No,Yes,32,70,Yes,Yes,Fiber optic,No,No internet service,No,One year,Yes,Mailed check,5,30.45,2038.01,0
CUST-00735,Male,0,No,No,44,4,Yes,No phone service,No,No internet service,No,No internet service,Two year,Yes,Electronic check,1,92.03,364.95,1
CUST-00736,Female,1,Yes,No,45,62,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,5,88.73,5497.33,0
CUST-00737,Male,0,Yes,Yes,34,62,Yes,No,Fiber optic,No internet service,Yes,No,One year,Yes,Mailed check,4,29.58,1893.88,0
CUST-00738,Female,0,Yes,Yes,63,24,Yes,No phone service,DSL,No,No,Yes,One year,No,Credit card,4,112.26,2694.96,0
CUST-00739,Female,0,No,No,67,55,Yes,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Credit card,5,76.85,4205.67,0
CUST-00740,Male,0,No,No,19,9,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,4,56.37,559.58,0
CUST-00741,Female,0,Yes,No,53,3,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,No,Credit card,3,95.65,292.99,0
CUST-00742,Female,0,No,Yes,67,31,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,One year,Yes,Credit card,6,45.74,1380.44,0
CUST-00743,Male,0,No,Yes,24,40,Yes,No,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Mailed check,3,89.35,3631.75,0
CUST-00744,Male,0,Yes,No,30,36,Yes,No phone service,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Mailed check,6,23.97,872.6,0
CUST-00745,Female,0,No,No,32,24,Yes,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,6,103.94,2494.71,0
CUST-00746,Male,0,No,Yes,42,6,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Credit card,3,64.82,397.82,0
CUST-00747,Male,0,No,Yes,40,66,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Credit card,2,83.67,5468.69,1
CUST-00748,Female,0,No,Yes,39,4,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,2,42.12,142.1,1
CUST-00749,Male,0,Yes,Yes,43,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,1,87.71,526.44,0
CUST-00750,Male,0,No,No,50,51,Yes,No phone service,DSL,Yes,No,No,Two year,No,Mailed check,2,97.22,4948.49,0
CUST-00751,Male,0,Yes,Yes,28,62,Yes,Yes,DSL,No internet service,No internet service,Yes,Two year,Yes,Electronic check,6,67.32,4237.46,0
CUST-00752,Male,0,Yes,Yes,27,57,No,No,Fiber optic,Yes,Yes,No,Two year,Yes,Bank transfer,5,81.77,4671.76,0
CUST-00753,Male,0,Yes,No,42,66,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,1,65.63,4374.33,1
CUST-00754,Male,0,Yes,Yes,54,8,Yes,Yes,Fiber optic,No internet service,No,No,Two year,No,Bank transfer,1,109.41,875.75,0
CUST-00755,Female,0,No,No,65,26,Yes,No phone service,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,5,69.79,1867.35,1
CUST-00756,Male,0,Yes,No,60,51,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Credit card,3,104.18,5333.06,0
CUST-00757,Female,0,Yes,Yes,70,45,Yes,No phone service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,2,100.14,4506.97,1
CUST-00758,Female,0,No,Yes,55,44,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,1,61.05,2685.54,0
CUST-00759,Female,1,No,No,58,5,Yes,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,43.01,167.33,0
CUST-00760,Female,0,No,No,62,70,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer,6,60.61,4268.05,0
CUST-00761,Male,1,Yes,Yes,41,26,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,4,102.62,2666.11,1
CUST-00762,Female,0,Yes,Yes,57,68,Yes,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,6,42.76,2882.58,0
CUST-00763,Male,1,No,Yes,63,19,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,3,72.44,1431.68,0
CUST-00764,Female,0,No,No,73,20,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Bank transfer,3,100.61,1949.69,0
CUST-00765,Female,0,Yes,Yes,50,12,Yes,No,Fiber optic,Yes,No internet service,No,One year,Yes,Electronic check,6,55.35,643.08,0
CUST-00766,Male,0,No,No,34,47,Yes,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,2,84.22,4009.73,0
CUST-00767,Male,0,No,Yes,41,1,Yes,No,Fiber optic,No internet service,No internet service,No,One year,No,Mailed check,4,44.56,60.34,0
CUST-00768,Female,0,Yes,No,54,14,Yes,Yes,Fiber optic,No internet service,No,No,Two year,No,Mailed check,1,30.93,430.63,0
CUST-00769,Male,0,No,No,74,64,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,6,99.44,6376.71,0
CUST-00770,Female,1,No,No,19,38,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer,5,29.9,1145.17,0
CUST-00771,Male,0,No,Yes,49,37,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer,1,47.14,1668.35,0
